year,respondentid,agency,rssd_id
1995,5847,3,271341
1995,5863,3,835323
1995,5866,3,57228
1995,5868,3,298124
1995,5873,3,406022
1995,5877,3,872421
1995,5878,3,709125
1995,5881,3,86228
1995,5892,3,644141
1995,5893,3,969741
1995,5903,3,121642
1995,5915,3,90403
1995,5950,3,470724
1995,5956,3,220527
1995,5969,3,214414
1995,5994,3,905356
1995,6027,3,772325
1995,6044,3,6815
1995,6049,3,185112
1995,6058,3,1829
1995,6063,3,61355
1995,6094,3,710233
1995,6095,3,479558
1995,6128,3,353724
1995,6137,3,759625
1995,6137,3,759625
1995,6158,3,455972
1995,6161,3,584377
1995,6174,3,823834
1995,6184,3,668745
1995,6191,3,964643
1995,6194,3,867856
1995,6214,3,62101
1995,6268,3,166803
1995,6493,3,738518
1995,6937,3,440503
1995,7307,3,536219
1995,7319,3,863915
1995,7406,3,692115
1995,7439,3,42420
1995,7551,3,474919
1995,7579,3,682611
1995,7614,3,215710
1995,7748,3,412313
1995,7799,3,895710
1995,7820,3,924713
1995,8016,3,192437
1995,8018,3,648130
1995,8047,3,1009541
1995,8055,3,94643
1995,8058,3,198046
1995,8063,3,947749
1995,8083,3,682648
1995,8085,3,917845
1995,8092,3,831044
1995,8109,3,291853
1995,8110,3,418856
1995,8122,3,391418
1995,8148,3,112837
1995,8149,3,101037
1995,8152,3,736206
1995,8164,3,636043
1995,8185,3,115155
1995,8193,3,30650
1995,8195,3,721051
1995,8199,3,80552
1995,8202,3,732459
1995,8205,3,201254
1995,8208,3,315852
1995,8210,3,72454
1995,8214,3,1006157
1995,8215,3,31152
1995,8221,3,143653
1995,8229,3,128445
1995,8252,3,568443
1995,8259,3,963954
1995,8262,3,957056
1995,8273,3,831259
1995,8274,3,447650
1995,8283,3,893855
1995,8292,3,216959
1995,8306,3,839657
1995,8308,3,433251
1995,8327,3,465757
1995,8350,3,735656
1995,8354,3,656359
1995,8387,3,721350
1995,8397,3,324229
1995,8412,3,42420
1995,8423,3,938523
1995,8426,3,526519
1995,8431,3,423234
1995,8468,3,507068
1995,8472,3,685368
1995,8473,3,480563
1995,8480,3,771636
1995,8486,3,622831
1995,8487,3,152440
1995,8492,3,617538
1995,8495,3,464536
1995,8497,3,945437
1995,8497,3,945437
1995,8507,3,481748
1995,8516,3,191449
1995,8525,3,189053
1995,8528,3,137054
1995,8534,3,885430
1995,8537,3,748254
1995,8540,3,722656
1995,8542,3,881656
1995,8545,3,854052
1995,8546,3,746157
1995,8564,3,956554
1995,8569,3,815053
1995,8572,3,246451
1995,8581,3,881553
1995,8583,3,775755
1995,8595,3,348159
1995,8610,3,298508
1995,8660,3,467658
1995,8698,3,937740
1995,8700,3,131940
1995,8709,3,712750
1995,8714,3,443353
1995,8718,3,64150
1995,8728,3,311845
1995,8733,3,506342
1995,8736,3,731443
1995,8738,3,192147
1995,8745,3,967046
1995,8752,3,640442
1995,8756,3,864248
1995,8766,3,247618
1995,8776,3,139012
1995,8801,3,939753
1995,8807,3,88530
1995,8816,3,429021
1995,8831,3,769156
1995,8851,3,286457
1995,8852,3,48552
1995,8867,3,225157
1995,8871,3,854548
1995,8878,3,736448
1995,8882,3,422648
1995,8886,3,951456
1995,8888,3,897657
1995,8892,3,436953
1995,8898,3,173557
1995,8904,3,770657
1995,8915,3,173717
1995,8939,3,376125
1995,8946,3,816751
1995,8963,3,42822
1995,8975,3,938550
1995,8997,3,862824
1995,9015,3,643368
1995,9017,3,576158
1995,9023,3,1014125
1995,9031,3,636324
1995,9036,3,43052
1995,9049,3,930134
1995,9055,3,87533
1995,9073,3,676432
1995,9075,3,457631
1995,9079,3,800134
1995,9080,3,568135
1995,9082,3,979049
1995,9092,3,123646
1995,9098,3,248147
1995,9108,3,450641
1995,9128,3,813059
1995,9133,3,52410
1995,9135,3,938224
1995,9156,3,337920
1995,9160,3,93329
1995,9164,3,482950
1995,9170,3,327453
1995,9174,3,437053
1995,9185,3,571751
1995,9189,3,227656
1995,9191,3,124157
1995,9192,3,121558
1995,9204,3,622774
1995,9226,3,567606
1995,9230,3,368308
1995,9243,3,467630
1995,9245,3,944739
1995,9246,3,712031
1995,9257,3,522043
1995,9259,3,837541
1995,9260,3,647432
1995,9261,3,467135
1995,9272,3,455936
1995,9283,3,76742
1995,9305,3,815213
1995,9311,3,489016
1995,9318,3,984735
1995,9322,3,755252
1995,9326,3,311939
1995,9327,3,653134
1995,9332,3,989851
1995,9335,3,821951
1995,9337,3,213958
1995,9351,3,912756
1995,9357,3,32337
1995,9361,3,844343
1995,9381,3,741853
1995,9384,3,817356
1995,9387,3,615459
1995,9390,3,567857
1995,9417,3,983158
1995,9433,3,695228
1995,9439,3,287922
1995,9440,3,389826
1995,9445,3,577128
1995,9454,3,873914
1995,9457,3,615217
1995,9462,3,176325
1995,9463,3,584724
1995,9465,3,246956
1995,9473,3,4455
1995,9477,3,858171
1995,9482,3,142067
1995,9486,3,641579
1995,9493,3,497730
1995,9495,3,558453
1995,9502,3,722227
1995,9522,3,553645
1995,9529,3,228345
1995,9531,3,722544
1995,9534,3,475242
1995,9536,3,130345
1995,9572,3,483863
1995,9576,3,997472
1995,9609,3,570231
1995,9626,3,314734
1995,9628,3,525334
1995,9631,3,924937
1995,9633,3,208646
1995,9637,3,878834
1995,9638,3,359931
1995,9645,3,281845
1995,9647,3,44741
1995,9651,3,939641
1995,9658,3,924254
1995,9665,3,485456
1995,9674,3,191944
1995,9676,3,427915
1995,9694,3,818625
1995,9700,3,613222
1995,9702,3,251624
1995,9712,3,613008
1995,9719,3,448040
1995,9728,3,109154
1995,9746,3,207555
1995,9751,3,340256
1995,9769,3,760957
1995,9771,3,796059
1995,9777,3,729945
1995,9788,3,820842
1995,9793,3,701950
1995,9794,3,814551
1995,9803,3,819453
1995,9811,3,829452
1995,9837,3,477929
1995,9846,3,852320
1995,9849,3,172327
1995,9859,3,541923
1995,9879,3,99853
1995,9882,3,278153
1995,9889,3,786612
1995,9896,3,278117
1995,9902,3,84112
1995,9911,3,185514
1995,9920,3,287324
1995,9923,3,6329
1995,9939,3,466352
1995,9947,3,300157
1995,9955,3,569150
1995,9958,3,569150
1995,9963,3,741330
1995,9967,3,262358
1995,9968,3,429759
1995,9975,3,617453
1995,9995,3,597126
1995,9997,3,786733
1995,10008,3,722544
1995,10015,3,20053
1995,10066,3,797234
1995,10071,3,135537
1995,10075,3,33839
1995,10080,3,934646
1995,10083,3,402949
1995,10100,3,130943
1995,10111,3,761543
1995,10112,3,769549
1995,10119,3,672742
1995,10121,3,644646
1995,10123,3,84046
1995,10136,3,607511
1995,10137,3,812614
1995,10139,3,329644
1995,10157,3,961343
1995,10159,3,144856
1995,10160,3,1011656
1995,10161,3,907257
1995,10163,3,990053
1995,10166,3,848752
1995,10169,3,198251
1995,10171,3,362753
1995,10175,3,950356
1995,10179,3,393850
1995,10181,3,954550
1995,10186,3,16953
1995,10192,3,151751
1995,10198,3,283858
1995,10203,3,829256
1995,10204,3,43454
1995,10206,3,1012859
1995,10209,3,974259
1995,10214,3,208057
1995,10216,3,113759
1995,10248,3,236153
1995,10265,3,583428
1995,10266,3,1010015
1995,10303,3,828633
1995,10307,3,234739
1995,10308,3,466754
1995,10309,3,93057
1995,10318,3,982937
1995,10319,3,55635
1995,10320,3,523152
1995,10325,3,507938
1995,10327,3,954653
1995,10330,3,1017564
1995,10333,3,35851
1995,10344,3,583268
1995,10348,3,633659
1995,10356,3,743651
1995,10359,3,466857
1995,10360,3,220554
1995,10360,3,220554
1995,10361,3,334750
1995,10363,3,928421
1995,10374,3,453147
1995,10380,3,248745
1995,10411,3,168656
1995,10426,3,48507
1995,10439,3,487843
1995,10440,3,418342
1995,10444,3,310633
1995,10447,3,671240
1995,10448,3,5331
1995,10451,3,5247
1995,10457,3,773144
1995,10457,3,773144
1995,10461,3,750145
1995,10467,3,557438
1995,10492,3,673244
1995,10494,3,890649
1995,10522,3,707448
1995,10523,3,476539
1995,10525,3,731537
1995,10538,3,620305
1995,10558,3,440343
1995,10570,3,700159
1995,10577,3,883052
1995,10581,3,719955
1995,10597,3,1003950
1995,10623,3,565844
1995,10647,3,1014451
1995,10650,3,29953
1995,10653,3,40350
1995,10666,3,623922
1995,10667,3,139553
1995,10672,3,316859
1995,10677,3,653611
1995,10678,3,141211
1995,10688,3,189820
1995,10734,3,508841
1995,10744,3,878142
1995,10781,3,852263
1995,10790,3,478449
1995,10793,3,935148
1995,10797,3,555247
1995,10803,3,846132
1995,10814,3,604734
1995,10817,3,999533
1995,10818,3,1004238
1995,10819,3,806435
1995,10824,3,403441
1995,10842,3,251736
1995,10842,3,251736
1995,10856,3,315339
1995,10857,3,403937
1995,10868,3,35842
1995,10877,3,917948
1995,10878,3,604640
1995,10879,3,894946
1995,10880,3,592831
1995,10881,3,808541
1995,10887,3,327949
1995,10888,3,744144
1995,10892,3,346744
1995,10906,3,997155
1995,10908,3,824055
1995,10916,3,357151
1995,10927,3,311153
1995,10980,3,40855
1995,10985,3,296652
1995,10987,3,338851
1995,10989,3,269058
1995,10993,3,107758
1995,11006,3,655156
1995,11063,3,491224
1995,11067,3,838221
1995,11106,3,140018
1995,11124,3,936426
1995,11133,3,91950
1995,11140,3,341954
1995,11141,3,914956
1995,11150,3,52157
1995,11151,3,751759
1995,11159,3,579364
1995,11166,3,921365
1995,11166,3,921365
1995,11167,3,925569
1995,11181,3,229454
1995,11207,3,99974
1995,11216,3,977072
1995,11221,3,236443
1995,11225,3,742542
1995,11232,3,426945
1995,11249,3,913847
1995,11255,3,54740
1995,11281,3,551810
1995,11286,3,271631
1995,11290,3,293736
1995,11306,3,608844
1995,11306,3,608844
1995,11316,3,802231
1995,11316,3,802231
1995,11322,3,806444
1995,11326,3,870436
1995,11394,3,963543
1995,11403,3,645849
1995,11404,3,16944
1995,11406,3,602048
1995,11407,3,750341
1995,11409,3,1008955
1995,11415,3,28152
1995,11416,3,186650
1995,11421,3,102230
1995,11448,3,58636
1995,11457,3,652753
1995,11464,3,433251
1995,11483,3,178057
1995,11489,3,959050
1995,11506,3,292524
1995,11507,3,584920
1995,11517,3,923051
1995,11519,3,693952
1995,11522,3,68756
1995,11523,3,298955
1995,11524,3,831950
1995,11526,3,883959
1995,11539,3,457426
1995,11549,3,119452
1995,11552,3,425957
1995,11561,3,646453
1995,11577,3,238661
1995,11578,3,933621
1995,11580,3,610128
1995,11600,3,397652
1995,11608,3,578741
1995,11660,3,168731
1995,11670,3,931038
1995,11671,3,879336
1995,11674,3,837448
1995,11683,3,757041
1995,11687,3,17633
1995,11694,3,4839
1995,11699,3,936837
1995,11711,3,37949
1995,11729,3,942137
1995,11738,3,389442
1995,11739,3,855741
1995,11741,3,927134
1995,11758,3,374345
1995,11772,3,686655
1995,11788,3,910239
1995,11797,3,35824
1995,11807,3,150044
1995,11813,3,606046
1995,11868,3,1007819
1995,11881,3,161433
1995,11886,3,452850
1995,11892,3,351458
1995,11895,3,392358
1995,11898,3,56753
1995,11901,3,387952
1995,11916,3,53051
1995,11930,3,771663
1995,11935,3,444350
1995,11952,3,851239
1995,11970,3,458209
1995,11979,3,43379
1995,12010,3,204004
1995,12013,3,373601
1995,12016,3,1000306
1995,12017,3,148809
1995,12029,3,42701
1995,12054,3,137915
1995,12075,3,716806
1995,12082,3,662640
1995,12094,3,650834
1995,12099,3,729637
1995,12103,3,26149
1995,12107,3,921936
1995,12113,3,830748
1995,12147,3,550242
1995,12148,3,622644
1995,12181,3,364449
1995,12188,3,981855
1995,12203,3,94139
1995,12211,3,223658
1995,12219,3,345756
1995,12225,3,509857
1995,12241,3,1000052
1995,12256,3,919308
1995,12266,3,332224
1995,12267,3,49821
1995,12291,3,180416
1995,12298,3,370954
1995,12299,3,171768
1995,12308,3,866055
1995,12309,3,617051
1995,12323,3,59558
1995,12331,3,120542
1995,12332,3,734846
1995,12340,3,896445
1995,12358,3,588946
1995,12368,3,233031
1995,12383,3,1001648
1995,12384,3,482446
1995,12388,3,365848
1995,12392,3,268341
1995,12397,3,953441
1995,12401,3,394848
1995,12406,3,750239
1995,12426,3,252658
1995,12431,3,676852
1995,12433,3,854520
1995,12436,3,610847
1995,12437,3,749242
1995,12441,3,463735
1995,12442,3,156943
1995,12444,3,116358
1995,12449,3,895952
1995,12458,3,298254
1995,12459,3,369257
1995,12499,3,851332
1995,12512,3,62147
1995,12513,3,114149
1995,12514,3,529341
1995,12515,3,196743
1995,12517,3,806846
1995,12518,3,90645
1995,12525,3,31303
1995,12554,3,181347
1995,12594,3,106452
1995,12599,3,985956
1995,12610,3,841539
1995,12611,3,372538
1995,12612,3,368634
1995,12627,3,565750
1995,12661,3,675248
1995,12700,3,238812
1995,12706,3,266244
1995,12716,3,495044
1995,12725,3,324706
1995,12732,3,144043
1995,12753,3,679853
1995,12755,3,891721
1995,12761,3,163857
1995,12769,3,578255
1995,12773,3,984379
1995,12787,3,33549
1995,12817,3,753931
1995,12828,3,423449
1995,12830,3,43641
1995,12847,3,220545
1995,12849,3,934244
1995,12852,3,178749
1995,12854,3,783648
1995,12855,3,840747
1995,12882,3,773126
1995,12884,3,526229
1995,12893,3,654047
1995,12897,3,246349
1995,12920,3,949051
1995,12921,3,873950
1995,12922,3,859851
1995,12923,3,800657
1995,12940,3,103602
1995,12956,3,767611
1995,12969,3,780218
1995,12984,3,138211
1995,12986,3,438715
1995,13000,3,435059
1995,13023,3,463342
1995,13028,3,969349
1995,13029,3,761347
1995,13045,3,118343
1995,13047,3,194646
1995,13047,3,194646
1995,13054,3,518354
1995,13055,3,783844
1995,13063,3,247908
1995,13066,3,952248
1995,13073,3,943433
1995,13074,3,564605
1995,13080,3,585235
1995,13084,3,365651
1995,13094,3,102744
1995,13099,3,814748
1995,13100,3,68644
1995,13102,3,874845
1995,13109,3,884442
1995,13113,3,67142
1995,13147,3,70049
1995,13151,3,923846
1995,13163,3,2244808
1995,13177,3,401148
1995,13216,3,578116
1995,13223,3,106519
1995,13237,3,726346
1995,13240,3,222446
1995,13242,3,79145
1995,13264,3,580548
1995,13273,3,645054
1995,13274,3,152057
1995,13285,3,247711
1995,13290,3,452104
1995,13292,3,165806
1995,13298,3,464116
1995,13303,3,244149
1995,13305,3,305442
1995,13351,3,168441
1995,13397,3,254317
1995,13413,3,651354
1995,13421,3,450856
1995,13435,3,569543
1995,13447,3,117159
1995,13448,3,925840
1995,13553,3,922148
1995,13565,3,124344
1995,13600,3,292467
1995,13674,3,514963
1995,13693,3,259031
1995,13716,3,177920
1995,13732,3,5050
1995,13753,3,794345
1995,13754,3,46811
1995,13771,3,61122
1995,13779,3,610623
1995,13788,3,164957
1995,13801,3,372640
1995,13808,3,518626
1995,13861,3,382751
1995,13868,3,499453
1995,13879,3,556815
1995,13881,3,190451
1995,13897,3,757452
1995,13904,3,719450
1995,13915,3,899754
1995,13930,3,405744
1995,13932,3,776444
1995,13934,3,920742
1995,13990,3,90047
1995,13994,3,42420
1995,14017,3,41825
1995,14025,3,646556
1995,14031,3,932857
1995,14040,3,242743
1995,14056,3,266851
1995,14067,3,596026
1995,14078,3,27548
1995,14113,3,454546
1995,14127,3,28303
1995,14132,3,462000
1995,14149,3,40305
1995,14167,3,181404
1995,14168,3,463605
1995,14178,3,552956
1995,14194,3,106546
1995,14206,3,640657
1995,14209,3,1006148
1995,14228,3,827944
1995,14264,3,544652
1995,14267,3,287539
1995,14306,3,638029
1995,14327,3,663955
1995,14334,3,562058
1995,14359,3,732918
1995,14361,3,627425
1995,14382,3,939249
1995,14410,3,252041
1995,14414,3,30669
1995,14440,3,449346
1995,14511,3,940544
1995,14516,3,481551
1995,14518,3,41049
1995,14552,3,447351
1995,14558,3,171227
1995,14560,3,903754
1995,14607,3,118259
1995,14641,3,449122
1995,14642,3,349129
1995,14643,3,326036
1995,14650,3,731247
1995,14667,3,441041
1995,14675,3,81634
1995,14689,3,183042
1995,14694,3,1014246
1995,14696,3,536648
1995,14704,3,184245
1995,14708,3,40051
1995,14717,3,56744
1995,14720,3,186838
1995,14722,3,390840
1995,14747,3,780544
1995,14764,3,669751
1995,14769,3,56548
1995,14790,3,386142
1995,14800,3,25852
1995,14812,3,552545
1995,14823,3,43744
1995,14843,3,836843
1995,14851,3,778738
1995,14869,3,701259
1995,14887,3,599157
1995,14894,3,485214
1995,14899,3,517357
1995,14921,3,447548
1995,14926,3,735049
1995,14931,3,798941
1995,14939,3,749046
1995,14940,3,750501
1995,14974,3,605656
1995,14986,3,922438
1995,14995,3,279842
1995,15011,3,554941
1995,15019,3,216922
1995,15032,3,113740
1995,15037,3,388641
1995,15038,3,1005552
1995,15046,3,420644
1995,15050,3,10849
1995,15083,3,320856
1995,15086,3,36447
1995,15089,3,109042
1995,15090,3,632250
1995,15091,3,525549
1995,15104,3,922924
1995,15115,3,40453
1995,15129,3,212942
1995,15131,3,155441
1995,15134,3,4147
1995,15156,3,773359
1995,15169,3,509138
1995,15174,3,957047
1995,15183,3,659042
1995,15193,3,708856
1995,15206,3,264455
1995,15219,3,642549
1995,15225,3,47948
1995,15228,3,380944
1995,15229,3,537449
1995,15241,3,503453
1995,15247,3,574743
1995,15265,3,213257
1995,15271,3,801047
1995,15278,3,233125
1995,15296,3,462756
1995,15300,3,655660
1995,15302,3,732945
1995,15309,3,591834
1995,15323,3,326054
1995,15323,3,326054
1995,15325,3,934253
1995,15325,3,934253
1995,15337,3,402837
1995,15346,3,174367
1995,15359,3,717924
1995,15374,3,325758
1995,15399,3,945053
1995,15414,3,767040
1995,15439,3,52531
1995,15443,3,1015850
1995,15443,3,1015850
1995,15451,3,623838
1995,15463,3,621357
1995,15465,3,327435
1995,15497,3,224758
1995,15504,3,93721
1995,15520,3,942445
1995,15521,3,149945
1995,15539,3,917050
1995,15580,3,823638
1995,15591,3,253262
1995,15608,3,479914
1995,15610,3,145741
1995,15614,3,139740
1995,15618,3,1009644
1995,15632,3,592644
1995,15640,3,141734
1995,15645,3,129817
1995,15653,3,17642
1995,15685,3,644132
1995,15694,3,947150
1995,15697,3,810919
1995,15701,3,428855
1995,15714,3,64543
1995,15715,3,627452
1995,15728,3,815156
1995,15731,3,435666
1995,15751,3,786256
1995,15795,3,461450
1995,15796,3,818166
1995,15799,3,597546
1995,15808,3,662949
1995,15809,3,247355
1995,15815,3,1007015
1995,15830,3,901741
1995,15835,3,539555
1995,15850,3,786564
1995,15855,3,977036
1995,15859,3,605638
1995,15868,3,626941
1995,15874,3,867034
1995,15879,3,602150
1995,15882,3,834353
1995,15885,3,780357
1995,15887,3,595449
1995,15889,3,55037
1995,15912,3,626101
1995,15913,3,371232
1995,15932,3,898627
1995,15943,3,619952
1995,15943,3,619952
1995,15948,3,999739
1995,15956,3,863803
1995,15957,3,13309
1995,15960,3,804208
1995,15962,3,764508
1995,15966,3,900502
1995,15966,3,900502
1995,15967,3,726506
1995,15968,3,606309
1995,15970,3,301800
1995,15975,3,723710
1995,15977,3,729310
1995,15978,3,730213
1995,15980,3,882019
1995,15983,3,641515
1995,15985,3,332907
1995,15986,3,729619
1995,15987,3,341310
1995,15988,3,588517
1995,15995,3,24006
1995,15998,3,29403
1995,15999,3,45609
1995,16004,3,517900
1995,16007,3,912617
1995,16014,3,733401
1995,16015,3,42309
1995,16018,3,1003606
1995,16019,3,623409
1995,16022,3,694904
1995,16026,3,859712
1995,16027,3,306319
1995,16032,3,195111
1995,16034,3,833011
1995,16038,3,672612
1995,16041,3,566814
1995,16042,3,873017
1995,16045,3,76117
1995,16068,3,249612
1995,16073,3,242015
1995,16075,3,900034
1995,16094,3,362043
1995,16101,3,258306
1995,16111,3,764058
1995,16114,3,567736
1995,16119,3,483032
1995,16160,3,290249
1995,16179,3,765046
1995,16220,3,110758
1995,16230,3,678137
1995,16231,3,860352
1995,16236,3,439253
1995,16239,3,367954
1995,16240,3,104430
1995,16249,3,347639
1995,16258,3,182858
1995,16274,3,274351
1995,16278,3,568751
1995,16295,3,955557
1995,16308,3,539667
1995,16311,3,190246
1995,16334,3,776369
1995,16375,3,300036
1995,16379,3,565152
1995,16385,3,465850
1995,16386,3,411231
1995,16389,3,589523
1995,16390,3,405959
1995,16391,3,764058
1995,16400,3,435349
1995,16410,3,225054
1995,16417,3,384830
1995,16432,3,617341
1995,16438,3,893640
1995,16442,3,131034
1995,16445,3,382733
1995,16450,3,416245
1995,16458,3,914237
1995,16460,3,630032
1995,16470,3,45560
1995,16483,3,808448
1995,16490,3,897433
1995,16494,3,506753
1995,16502,3,551333
1995,16511,3,515054
1995,16512,3,308649
1995,16527,3,993353
1995,16538,3,735058
1995,16539,3,55336
1995,16546,3,980531
1995,16551,3,388931
1995,16574,3,541437
1995,16579,3,895831
1995,16584,3,370833
1995,16588,3,462448
1995,16591,3,557933
1995,16593,3,302759
1995,16593,3,302759
1995,16606,3,19730
1995,16624,3,882644
1995,16636,3,65205
1995,16648,3,230553
1995,16650,3,158947
1995,16659,3,689357
1995,16666,3,812436
1995,16667,3,480246
1995,16674,3,558556
1995,16701,3,822154
1995,16704,3,791353
1995,16721,3,139245
1995,16722,3,354664
1995,16723,3,355120
1995,16730,3,691079
1995,16733,3,750051
1995,16748,3,695134
1995,16754,3,767161
1995,16757,3,398248
1995,16782,3,279927
1995,16791,3,570231
1995,16799,3,617024
1995,16803,3,348551
1995,16805,3,290931
1995,16810,3,455552
1995,16817,3,744854
1995,16819,3,581161
1995,16820,3,628123
1995,16835,3,664756
1995,16840,3,955753
1995,16845,3,166737
1995,16849,3,466240
1995,16850,3,384764
1995,16858,3,921039
1995,16863,3,825753
1995,16872,3,290052
1995,16874,3,393319
1995,16884,3,944841
1995,16889,3,1017939
1995,16900,3,670748
1995,16902,3,89751
1995,16922,3,256432
1995,16925,3,524140
1995,16928,3,53239
1995,16931,3,364869
1995,16940,3,616410
1995,16945,3,706768
1995,16954,3,1000409
1995,16959,3,572347
1995,16968,3,285928
1995,17001,3,377850
1995,17006,3,127345
1995,17009,3,751852
1995,17015,3,683636
1995,17027,3,903062
1995,17032,3,105044
1995,17032,3,105044
1995,17049,3,682947
1995,17052,3,658830
1995,17052,3,658830
1995,17076,3,334059
1995,17094,3,522669
1995,17097,3,505055
1995,17105,3,16458
1995,17107,3,136552
1995,17108,3,549862
1995,17123,3,73116
1995,17128,3,1016941
1995,17138,3,991854
1995,17139,3,959854
1995,17148,3,470256
1995,17169,3,485139
1995,17185,3,839853
1995,17186,3,212465
1995,17187,3,257569
1995,17193,3,199137
1995,17200,3,510723
1995,17212,3,406554
1995,17218,3,529305
1995,17224,3,592439
1995,17244,3,651756
1995,17262,3,961400
1995,17265,3,812865
1995,17270,3,95958
1995,17279,3,934057
1995,17283,3,391137
1995,17292,3,946948
1995,17305,3,324630
1995,17308,3,701062
1995,17309,3,370338
1995,17321,3,461441
1995,17322,3,313241
1995,17327,3,638131
1995,17340,3,568238
1995,17346,3,456447
1995,17349,3,538932
1995,17381,3,729374
1995,17384,3,202868
1995,17443,3,591209
1995,17451,3,747257
1995,17454,3,702751
1995,17470,3,804338
1995,17473,3,840363
1995,17476,3,548203
1995,17479,3,78232
1995,17482,3,666657
1995,17484,3,824000
1995,17518,3,856953
1995,17520,3,453026
1995,17521,3,116938
1995,17523,3,915261
1995,17529,3,894030
1995,17543,3,441630
1995,17549,3,529556
1995,17549,3,529556
1995,17562,3,1146
1995,17577,3,626754
1995,17588,3,888552
1995,17598,3,899736
1995,17599,3,859945
1995,17612,3,31255
1995,17621,3,188739
1995,17625,3,383927
1995,17633,3,290052
1995,17640,3,826255
1995,17649,3,605656
1995,17656,3,185158
1995,17658,3,289702
1995,17676,3,785950
1995,17678,3,179643
1995,17691,3,846356
1995,17695,3,689946
1995,17711,3,966254
1995,17713,3,537038
1995,17728,3,834849
1995,17736,3,697147
1995,17743,3,339607
1995,17748,3,241607
1995,17749,3,433505
1995,17750,3,358635
1995,17751,3,132107
1995,17764,3,876700
1995,17766,3,212120
1995,17772,3,592822
1995,17784,3,27931
1995,17798,3,782306
1995,17805,3,782940
1995,17809,3,98463
1995,17835,3,876652
1995,17842,3,949154
1995,17863,3,144155
1995,17867,3,786304
1995,17869,3,758543
1995,17870,3,758703
1995,17874,3,227179
1995,17878,3,271136
1995,17898,3,790851
1995,17899,3,23540
1995,17901,3,557652
1995,17906,3,83834
1995,17917,3,27838
1995,17917,3,27838
1995,17928,3,180751
1995,17933,3,935250
1995,17936,3,406536
1995,17941,3,810106
1995,17942,3,514909
1995,17943,3,587800
1995,17944,3,695901
1995,17945,3,69409
1995,17948,3,750006
1995,17950,3,796152
1995,17961,3,340742
1995,17967,3,535258
1995,17970,3,643434
1995,17971,3,827001
1995,17975,3,522034
1995,17983,3,113254
1995,17985,3,980661
1995,17988,3,2009605
1995,17991,3,557803
1995,17992,3,375409
1995,18016,3,340108
1995,18016,3,340108
1995,18026,3,64208
1995,18035,3,776060
1995,18046,3,439860
1995,18052,3,417363
1995,18053,3,795968
1995,18055,3,724847
1995,18060,3,286952
1995,18072,3,261258
1995,18085,3,500407
1995,18100,3,361055
1995,18106,3,690045
1995,18113,3,456960
1995,18114,3,260934
1995,18115,3,33727
1995,18116,3,726234
1995,18129,3,546003
1995,18132,3,723868
1995,18143,3,573036
1995,18149,3,883137
1995,18152,3,438050
1995,18154,3,692852
1995,18155,3,43959
1995,18159,3,11556
1995,18160,3,880958
1995,18168,3,474339
1995,18171,3,410748
1995,18190,3,443205
1995,18192,3,896904
1995,18194,3,831008
1995,18197,3,586205
1995,18198,3,407506
1995,18199,3,507509
1995,18200,3,311603
1995,18201,3,227405
1995,18203,3,633501
1995,18204,3,958204
1995,18205,3,61001
1995,18208,3,1009804
1995,18209,3,822408
1995,18211,3,462907
1995,18213,3,882701
1995,18214,3,480808
1995,18222,3,540506
1995,18223,3,890603
1995,18224,3,590109
1995,18226,3,390505
1995,18227,3,113003
1995,18229,3,545604
1995,18230,3,485504
1995,18231,3,494739
1995,18233,3,357142
1995,18237,3,820301
1995,18238,3,345309
1995,18244,3,110404
1995,18246,3,596400
1995,18249,3,566908
1995,18255,3,423065
1995,18258,3,120609
1995,18259,3,623306
1995,18260,3,694100
1995,18261,3,362007
1995,18262,3,540506
1995,18266,3,900306
1995,18272,3,790543
1995,18277,3,675547
1995,18297,3,361167
1995,18301,3,524766
1995,18311,3,78335
1995,18325,3,935410
1995,18331,3,14959
1995,18343,3,471141
1995,18348,3,36157
1995,18355,3,490450
1995,18361,3,457752
1995,18379,3,545172
1995,18386,3,683252
1995,18390,3,554745
1995,18390,3,554745
1995,18396,3,24266
1995,18402,3,890742
1995,18407,3,370730
1995,18408,3,419406
1995,18409,3,497404
1995,18412,3,63078
1995,18425,3,469643
1995,18429,3,825146
1995,18447,3,737940
1995,18466,3,70450
1995,18487,3,590248
1995,18498,3,847643
1995,18503,3,595869
1995,18508,3,681043
1995,18509,3,375034
1995,18515,3,585954
1995,18516,3,98632
1995,18531,3,522557
1995,18532,3,893800
1995,18545,3,813947
1995,18556,3,783059
1995,18562,3,14409
1995,18566,3,821036
1995,18569,3,340144
1995,18582,3,1009635
1995,18592,3,637554
1995,18606,3,688257
1995,18609,3,215662
1995,18611,3,204965
1995,18621,3,502353
1995,18625,3,323035
1995,18626,3,545042
1995,18636,3,331133
1995,18641,3,646444
1995,18653,3,620051
1995,18659,3,754433
1995,18660,3,814458
1995,18678,3,1012961
1995,18685,3,538044
1995,18692,3,115137
1995,18698,3,748964
1995,18700,3,709853
1995,18703,3,604752
1995,18704,3,870258
1995,18710,3,350750
1995,18775,3,585150
1995,18776,3,215756
1995,18812,3,423458
1995,18815,3,954457
1995,18825,3,930563
1995,18835,3,732365
1995,18843,3,913267
1995,18853,3,480862
1995,18865,3,308658
1995,18889,3,255547
1995,18929,3,286466
1995,18930,3,302030
1995,18933,3,489128
